Cena,Vrsta ponudbe,Lokacija vozila,Znamka avtomobila,Model avtomobila,Tip avtomobila,Leto izdelave,Leto modela,V prometu od,Prva registracija v RS,Registracija do,Prevoženi kilometri:,Motor,Moč motorja:,Delovna prostornina:,Menjalnik,Poraba goriva,Ekološka kategorija vozila,Lastnik,Servisna knjiga,Garažiran,Število prestav,Plin,Najvišja emisija CO2,Kupim,Stanje,Garancija,Luksuzno vozilo 
0,Prodam,"""Podravska",Ford,Fiesta,1.25 Trend,2013,,,,,11111 ,Bencin,60 ,1242 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Opel,Insignia Karavan,SportsTourer 2.0 CDTI,2010,,,,,11111 ,Diezel,96 ,1956 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Transporter,T4 2.5,2003,,,,,11111 ,Diezel,77 ,2461 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Jaguar,S-Type, 2.7 D Executive Avt.,2005,,,,,11111 ,Diezel,152 ,2720 ,,,,,,,,,,,rabljeno,,Da
0,Prodam,"""Podravska",Ford,Transit,300 s 2.0 tdi,2006,,,,,11111 ,Diezel,73 ,1998 ,Mehanski menjalnik,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Golf Sportsvan,1.5 TSI ACT Highline DSG,2019,,,,,11000 ,Bencin,96 ,1498 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Audi,A4,Avant 35 TDI S line S tronic,2020,,,,,9000 ,Diezel,120 ,1968 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Audi,A4 Avant,40 TDI Sport S tronic,2019,,,,,20000 ,Diezel,140 ,1968 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Audi,A6 Avant,35 TDI Sport S tronic,2020,,,,,8000 ,Diezel,120 ,1968 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Audi,Q3,Sportbackqua45TFSISlineStronic,2020,,,,,3000 ,Bencin,169 ,1984 ,Avtomatski,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Mazda,3,CD110 CE,2007,,,,,11111 ,Diezel,66 ,1560 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Smart,fortwo coupe, MC01,2000,,,,,11111 ,Bencin,40 ,599 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Audi,A5 Sportback,quattro 40 TDI Basis S tronic,2019,,,,,13000 ,Diezel,140 ,1968 ,Avtomatski,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Golf VII,1.5TSIACTBMTR-LineEditionDSG,2019,,,,,2800 ,Bencin,110 ,1498 ,Avtomatski,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Mitsubishi,Carisma,1.6 Comfort,2004,,,,,11111 ,Bencin,76 ,1597 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Focus C-Max, 1.6 TDCi DPF Ghia,2007,,,,,11111 ,Diezel,74 ,1560 ,,,,,,,,,,,rabljeno,,
66800,Prodam,"""Obalno-kraška",Porsche,Macan,PDK,2019,2019,2019,2019,,24100 ,Bencin,180 ,1984 ,Avtomatski,,,,,,,,,,rabljeno,,
5000,Prodam,"""Posavska",Citroën,C5,Tourer 2.0 HDI,2014,2014,2014,2014,06 / 2022,199000 ,Diezel,103 ,1997 ,Mehanski menjalnik,5.4 l/100km,,,,,6 stopenj,,,,,,
0,Prodam,"""Podravska",BMW,serija 5 Touring,525d touring Avt.,2005,,,,,11111 ,Diezel,130 ,2497 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Hyundai,i30,1.4 CVVT Life,2016,,,,,11111 ,Bencin,74 ,1368 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Fiat,Bravo,1.4 16V Dynamic,2009,,,,,11111 ,Bencin,66 ,1368 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Volvo,S40,"""2",2008,,,,,11111 ,Diezel,100 ,1997 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Smart,forfour, passion 1.1,2005,,,,,11111 ,Bencin,55 ,1124 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Mazda,5,CD143 GTA,2009,,,,,11111 ,Diezel,103 ,1998 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Passat Variant,2.0 TDI DPF Highline CR,2009,,,,,11111 ,Diezel,103 ,1968 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Savinjska",Peugeot,206,"""1",2003,2003,2003,1900,,1500 ,Bencin,,1600 ,Mehanski menjalnik,,,drugi,,,,,,,,,
0,Prodam,"""Podravska",Opel,Astra, Classic II 1.4 16V,2008,,,,,11111 ,Bencin,66 ,1364 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Audi,Q7,quattro3.0 TDI DPF Tiptronic,2007,,,,,11111 ,Diezel,171 ,2967 ,Avtomatski,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Citroën,C4, 1.6i 16V SX,2004,,,,,11111 ,Bencin,80 ,1587 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Fiat,Panda,1.3 Multijet 16V Dynamic,2009,,,,,11111 ,Diezel,51 ,1248 ,Mehanski menjalnik,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Škoda,Octavia,Combi 1.9 TDI Tour,2005,,,,,11111 ,Diezel,66 ,1896 ,Mehanski menjalnik,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Renault,Grand Scenic,dCi 110 Energy Expression,2014,,,,,11111 ,Diezel,81 ,1461 ,Mehanski menjalnik,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",BMW,serija 3 Touring,330d touring,2004,,,,,11111 ,Diezel,150 ,2993 ,Mehanski menjalnik,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Transporter, T5 Kombi 8+1 2.5 TDI KMR,2005,,,,,11111 ,Diezel,96 ,2461 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Alfa Romeo,159 SW,M-JET,2006,,,,,11111 ,Diezel,110 ,1910 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",BMW,Z3,1.8,2002,,,,,11111 ,Bencin,87 ,1895 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Suzuki,Swift,1.3,2006,,,,,11111 ,Bencin,69 ,1242 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Mondeo Karavan, 2.0 TDCi Titanium Powershift,2015,,,,,11111 ,Diezel,110 ,1997 ,Avtomatski,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Škoda,Octavia Combi, 1.6 TDI Ambition,2014,,,,,11111 ,Diezel,77 ,1598 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Kia,Ceed (cee'd),1.4 CVVT LX City,2010,,,,,11111 ,Bencin,66 ,1396 ,Mehanski menjalnik,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Smart,fortwo coupe,avt.,2000,,,,,11111 ,Bencin,40 ,599 ,Avtomatski,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Renault,Megane,Sedan 1.6 16V Expression,2006,,,,,11111 ,Bencin,82 ,1598 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Sharan,1.9 TDI Comfortline,2002,,,,,11111 ,Diezel,85 ,1896 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Kia,Picanto,"""1",2017,,,,,11111 ,Bencin,48 ,998 ,Mehanski menjalnik,,,,,,,,,,rabljeno,,
5000,Prodam,"""Posavska",Citroën,C5,Tourer 2.0 HDI,2014,2014,2014,2014,06 / 2022,199000 ,Diezel,103 ,1997 ,Mehanski menjalnik,5.4 l/100km,,,,,6 stopenj,,,,,,
0,Prodam,"""Podravska",VW,Passat Variant,1.9 TDI Comfortline,2003,,,,,11111 ,Diezel,96 ,1896 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Suzuki,Grand Vitara, 1.9 TD Comfort,2006,,,,,11111 ,Diezel,95 ,1870 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Ecosport,1.0 EcoBoost Trend,2016,,,,,11111 ,Bencin,92 ,998 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Fiat,Scudo,270 ZXC1B WBL,2007,,,,,11111 ,Diezel,88 ,1997 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Jaguar,S-Type,2.7 D Executive Avt.,2007,,,,,11111 ,Diezel,152 ,2720 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Dacia,Sandero,1.5 dCi Stepway,2012,,,,,11111 ,Diezel,65 ,1461 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Hyundai,Santa Fe,2.2 CRDi VGT GLS Top-K ,2006,,,,,11111 ,Diezel,110 ,2188 ,Avtomatski,,,,,,,,,,rabljeno,,
0,Prodam,"""Savinjska",Fiat,Punto,1.2i ,2002,2002,,,06 / 2022,144121 ,Bencin,44 ,1200 ,Mehanski menjalnik,,,,,,5 stopenj,,,,,,
0,Prodam,"""Podravska",Ford,Mondeo Karavan,2.0 TDCi Ghia DPF,2010,,,,,11111 ,Diezel,103 ,1997 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",BMW,serija 1,118d,2006,,,,,11111 ,Diezel,90 ,1995 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Sharan,1.9 TDI Trendline,2001,,,,,11111 ,Diezel,85 ,1896 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Citroën,Berlingo,"""1",2006,,,,,11111 ,Diezel,55 ,1560 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Renault,Megane Cabriolet,Renault Megane  Con 1.9 dCi ,2006,,,,,11111 ,Diezel,96 ,1870 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Polo,1.4  Comfortline,2003,,,,,11111 ,Bencin,55 ,1390 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Citroën,Xsara Picasso,1.6i 16V Elegance,2006,,,,,11111 ,Bencin,80 ,1587 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Audi,A4 Avant,2.0 TDI,2014,,,,,11111 ,Diezel,110 ,1968 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Mercedes-Benz,C-klasa,180 Elegance,2000,,,,,11111 ,Bencin,95 ,1998 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Citroën,C4 Picasso,1.6 BlueHDi S S Exclusive,2016,,,,,11111 ,Diezel,88 ,1560 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Focus C-Max, Grand 1.6 TDCi Titanium,2014,,,,,11111 ,Diezel,85 ,1560 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Toyota,Corolla, S D 1.4 VVT-i Terra,2005,,,,,11111 ,Bencin,71 ,1398 ,,,,,,,,,,,rabljeno,,
20,Prodam,"""Osrednjeslovenska",Citroën,Jumper,L3H2,2013,2014,,,,1 ,Diezel,96 ,2200 ,Mehanski menjalnik,,,,,,6 stopenj,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,C-Max,1.6 TDCi Ambiente,2011,,,,,11111 ,Diezel,70 ,1560 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Sharan, 1.9 TDI aut,2003,,,,,11111 ,Diezel,85 ,1896 ,Avtomatski,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Passat,1.9 TDI Comfortline,2008,,,,,11111 ,Diezel,77 ,1896 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Fiat,Panda,1.1 ECO Active,2010,,,,,11111 ,Bencin,40 ,1108 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Focus,1.6 16V Comfort,2004,,,,,11111 ,Bencin,74 ,1596 ,,,,,,,,,,,rabljeno,,
5000,Prodam,"""Posavska",Citroën,C5,Tourer 2.0 HDI,2014,2014,2014,2014,06 / 2022,199000 ,Diezel,103 ,1997 ,Mehanski menjalnik,5.4 l/100km,,,,,6 stopenj,,,,,,
0,Prodam,"""Podravska",Ford,Transit,Custom Kombi 300 2.2 TDCi KMR ,2015,,,,,11111 ,Diezel,92 ,2198 ,Mehanski menjalnik,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Smart,fortwo coupe, MC01,2000,,,,,11111 ,Bencin,40 ,980 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Ranger,"""2",2012,,,,,11111 ,Diezel,110 ,2198 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,C-Max,2.0 TDCi Ghia,2004,,,,,11111 ,Diezel,100 ,1997 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Golf VII,BMT Comfortline,2015,,,,,11111 ,Diezel,81 ,1598 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Audi,A6 Allroad,quattro 3.0 V6 TDI Tiptron,2008,,,,,11111 ,Diezel,171 ,2967 ,Avtomatski,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Renault,Clio III,1.2 16V Exception,2007,,,,,11111 ,Bencin,55 ,1149 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Savinjska",Renault,Megane,1.5 DCI,2005,2005,,2005,,250121 ,Diezel,74 ,1500 ,Mehanski menjalnik,,,,,,,,,,,,
0,Prodam,"""Podravska",Renault,Laguna Grandtour, 2.0dCi175BlackEditionSS,2014,,,,,11111 ,Diezel,127 ,1995 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Kia,Carnival,2.9 CRDi LX,2006,,,,,11111 ,Diezel,106 ,2902 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Citroën,C3,1.2 PureTech 83 S S Live,2019,,,,,11111 ,Bencin,61 ,1199 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,S-Max,2.0 TDCi Titanium,2009,,,,,11111 ,Diezel,103 ,1997 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Nissan,Primera Karavan, 2.2 dCi Acenta ESP,2004,,,,,11111 ,Diezel,102 ,2184 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Volvo,XC90, AWD D5 Geartronic,2003,,,,,11111 ,Diezel,120 ,2401 ,Avtomatski,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Mercedes-Benz,B-klasa,200 CDI,2014,,,,,11111 ,Diezel,100 ,1796 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Phaeton, 3.0 V6 TDI 4MOTION Tiptronic,2006,,,,,11111 ,Diezel,165 ,2967 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Renault,Clio, 1.2 16V Expression,2014,,,,,11111 ,Bencin,54 ,1149 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Fusion,Ambiente 1.4 TDCi,2010,,,,,11111 ,Diezel,50 ,1399 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,C-Max,1.5 TDCi Titanium,2015,,,,,11111 ,Diezel,88 ,1499 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Golf VI, Highline 1.4 TSI,2010,,,,,11111 ,Bencin,118 ,1390 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,C-Max,1.0 EcoBoost Style,2017,,,,,11111 ,Bencin,74 ,998 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",BMW,serija 3, 320d GT AUT,2013,,,,,11111 ,Diezel,135 ,1995 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Scirocco,1.4 TSI,2008,,,,,11111 ,Bencin,118 ,1390 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Fiesta,Colourline 1.4 16V,2010,,,,,11111 ,Bencin,71 ,1388 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Fiat,Punto, 1.2 Classic,2009,,,,,11111 ,Bencin,44 ,1242 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Citroën,C3,1.4 HDi Confort,2009,,,,,11111 ,Diezel,50 ,1398 ,,,,,,,,,,,rabljeno,,
5000,Prodam,"""Posavska",Citroën,C5,Tourer 2.0 HDI,2014,2014,2014,2014,06 / 2022,199000 ,Diezel,103 ,1997 ,Mehanski menjalnik,5.4 l/100km,,,,,6 stopenj,,,,,,
0,Prodam,"""Podravska",VW,Touareg,3.0 V6 TDI DPF Tiptronic,2008,,,,,11111 ,Diezel,176 ,2967 ,Avtomatski,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,S-Max,1.8 TDCi Trend,2008,,,,,11111 ,Diezel,92 ,1753 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Transporter,"""1",2006,,,,,11111 ,Diezel,75 ,1900 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Mondeo,1.8 TDCi Trend,2008,,,,,11111 ,Diezel,92 ,1753 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Passat, 2.0 TDI BMT Comfortline,2016,,,,,11111 ,Diezel,110 ,1968 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Focus,Ford Focus Kar 1.5 TDCi Tit.,2014,,,,,11111 ,Diezel,88 ,1499 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Citroën,C4,1.6 VTi Exclusive,2011,,,,,11111 ,Bencin,88 ,1598 ,,,,,,,,,,,rabljeno,,
450,Prodam,"""Savinjska",Renault,Master,2.5 dci,2010,2011,,,,111111 ,Diezel,85 ,2500 ,Mehanski menjalnik,,,,,,6 stopenj,,,,,,
0,Prodam,"""Podravska",Audi,A4 Avant, quattro 2.0 TDI clean diesel,2015,,,,,11111 ,Diezel,110 ,1968 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",VW,Passat Variant, 1.9 TDI Comfortline,2006,,,,,11111 ,Diezel,77 ,1896 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Renault,Megane Grandtour,1.5 dCi Authentique Pack,2006,,,,,11111 ,Diezel,63 ,1461 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Chevrolet,Lacetti,Wagon 1.6 16V Elite,2006,,,,,11111 ,Bencin,80 ,1598 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Ford,Focus,1.6 Ebony,2010,,,,,11111 ,Bencin,74 ,1596 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Audi,TT,Coupe 2.0 TDI quattro,2011,,,,,11111 ,Diezel,125 ,1968 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Škoda,Octavia Combi,"""1",2006,,,,,11111 ,Diezel,74 ,1896 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Citroën,C8, 2.0 HDi 16V SX,2004,,,,,11111 ,Diezel,79 ,1997 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Ford,Transit,Kombi 300 2.2 TDCi DMR 3750 ps,2008,,,,,11111 ,Diezel,103 ,2198 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Toyota,Corolla Verso,2.0 D-4D Terra,2005,,,,,11111 ,Diezel,85 ,1995 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Renault,Laguna Grandtour,"""2",2006,,,,,11111 ,Diezel,110 ,1995 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Subaru,Forester,2.0D Comfort AWD,2012,,,,,11111 ,Diezel,108 ,1998 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Focus,2.0 TDCi Titanium Avt.,2012,,,,,11111 ,Diezel,120 ,1997 ,Avtomatski,,,,,,,,,,rabljeno,,
0,,"""Podravska",VW,Transporter,T5 Kombi 1+1 2.5 TDI DMR,2007,,,,,11111 ,Diezel,96 ,2460 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Ford,Kuga,2.0 TDCi Trend DPF,2011,,,,,11111 ,Diezel,103 ,1997 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Honda,Civic,1.4 B Type S,2010,,,,,11111 ,Bencin,73 ,1339 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Peugeot,407,Confort Pack 1.6 HDi 16V,2007,,,,,11111 ,Diezel,80 ,1560 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Hyundai,Tucson, 2WD 2.0 CVVT GLS Life,2008,,,,,11111 ,Bencin,,1975 ,,,,,,,,,,,rabljeno,,
5000,Prodam,"""Posavska",Citroën,C5,Tourer 2.0 HDI,2014,2014,2014,2014,06 / 2022,199000 ,Diezel,103 ,1997 ,Mehanski menjalnik,5.4 l/100km,,,,,6 stopenj,,,,,,
0,Prodam,"""Podravska",Citroën,Xsara Picasso,1.6i 16V Elegance Plus,2008,,,,,11111 ,Bencin,80 ,1587 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Podravska",Ford,Fusion,Comfort 1.4 TDCi,2008,,,,,11111 ,Diezel,50 ,1399 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Nissan,Note, 1.6 16V Tekna,2007,,,,,11111 ,Bencin,81 ,1598 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Škoda,Octavia, 1.0 TSI Ambition,2018,,,,,11111 ,Bencin,85 ,999 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Opel,Astra,1.6 16V Cosmo,2010,,,,,11111 ,Bencin,85 ,1598 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Mazda,3, Sport 1.4i TE,2009,,,,,11111 ,Bencin,62 ,1349 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Hyundai,Matrix,1.6 GLS Comfort,2007,,,,,11111 ,Bencin,76 ,1599 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Savinjska",Renault,Kangoo,1.5dci,2009,,,2009,,223121 ,Diezel,,1500 ,,,,,,,,,,,,,
0,,"""Podravska",Audi,A5 Sportback,2.0 TDI,2011,,,,,11111 ,Diezel,,1968 ,Avtomatski,,,,,,,,,,rabljeno,,
0,,"""Podravska",Chevrolet,Epica,2.0 DT,2009,,,,,11111 ,Diezel,,1991 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Renault,Master,L3H2 2.3 DCI,2018,,,,,11111 ,Diezel,125 ,2299 ,,,,,,Da,,,,,rabljeno,,
0,,"""Podravska",Mitsubishi,Outlander,2.0 DID Intense,2009,,,,,11111 ,Diezel,103 ,1968 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Peugeot,508,BREAK 2.0 HDi,2013,,,,,11111 ,Diezel,120 ,1997 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",VW,Passat,Var 4mot 2.0 TDI BMT High DSG,2015,,,,,11111 ,Diezel,140 ,1968 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Citroën,C3,1.4 HDi FAP Tendance,2012,,,,,11111 ,Diezel,50 ,1398 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Maserati,Levante, 3.0 V6 D,2017,,,,,11111 ,Diezel,202 ,2987 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Opel,Zafira,Tourer 2.0 CDTi Active,2013,,,,,11111 ,Diezel,96 ,1956 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Peugeot,508,SW 2.0 BlueHDi Active,2016,,,,,11111 ,Diezel,110 ,1997 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Mercedes-Benz,GLK,250 CDI 4MATIC BlueEFICI Avt.,2011,,,,,11111 ,Diezel,150 ,2143 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Renault,Megane, 1.5 dCi Expression,2012,,,,,11111 ,Diezel,66 ,1461 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Hyundai,Sonata,2.0 CRDI LP,2006,,,,,11111 ,Diezel,100 ,1991 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Peugeot,508,SW 2.0 BlueHDi Active,2015,,,,,11111 ,Diezel,110 ,1997 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",VW,Passat Variant, 4motion 2.0 TDI DPF Comf,2009,,,,,11111 ,Diezel,103 ,1968 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Audi,A8,quattro 4.2 TDI Tiptronic,2011,,,,,11111 ,Diezel,258 ,4134 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Citroën,Xsara Picasso, 1.6 HDi Elegance,2006,,,,,11111 ,Diezel,80 ,1560 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Dacia,Sandero,1.2 16V Ambiance,2016,,,,,11111 ,Bencin,54 ,1149 ,,,,,,,,,,,rabljeno,,
5000,Prodam,"""Posavska",Citroën,C5,Tourer 2.0 HDI,2014,2014,2014,2014,06 / 2022,199000 ,Diezel,103 ,1997 ,Mehanski menjalnik,5.4 l/100km,,,,,6 stopenj,,,,,,
0,,"""Podravska",Renault,Scenic,1.9 DCI,2005,,,,,11111 ,Diezel,96 ,1870 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Peugeot,Partner,1.6 HDi,2010,,,,,11111 ,Diezel,,1560 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Renault,Kadjar, dCi 110,2016,,,,,11111 ,Diezel,,1461 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",BMW,serija 3,318d,2017,,,,,11111 ,Diezel,,1995 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Mercedes-Benz,E-klasa, 220 CDI ,2007,,,,,11111 ,Diezel,,2148 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Ford,Mondeo Karavan,1.8 TDCI,2009,,,,,11111 ,Diezel,,1753 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Honda,Accord,2.2i CTDi Executive,2008,,,,,11111 ,Diezel,,2204 ,,,,,,,,,,,rabljeno,,
0,Prodam,"""Savinjska",Citroën,Xsara Picasso,1.6 hdi,2007,2007,2007,1900,,205000 ,Diezel,79 ,1600 ,Mehanski menjalnik,,,,,,,,,,,,
0,,"""Podravska",Alfa Romeo,159 SW,Alfa Romeo 159 SW 1.9 JTDM ,2008,,,,,11111 ,Diezel,110 ,1910 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Renault,Laguna Break,Grandtour 4Control 2.0 dC,2011,,,,,11111 ,Diezel,131 ,1995 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Mazda,6,"""2",2006,,,,,11111 ,Diezel,100 ,1998 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Mercedes-Benz,E-klasa,220 T CDI,2003,,,,,11111 ,Diezel,110 ,2148 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Land Rover,Range Rover, 4.4 V8 Vogue Avt.,2004,,,,,11111 ,Bencin,210 ,4398 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",VW,Golf VI,"""1",2015,,,,,11111 ,Diezel,77 ,1598 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",Renault,Megane Sedan,"""1",2005,,,,,11111 ,Diezel,63 ,1461 ,,,,,,,,,,,rabljeno,,
0,,"""Podravska",VW,Polo,1.2 TSI Comfortline,2012,,,,,11111 ,Bencin,77 ,1197 ,,,,,,,,,,,rabljeno,,
